1 Bedroom Apartments for Rent in Toronto,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/0f/0fe52d75-69c7-4e48-90fa-a44b264ae63c?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,"*Join Us for Our Open House Every Wednesday from 4:00-6:00 pm* Ideally situated just off HWY 401, this great location is surrounded by Clanton and Earl Bales Parks. It is the perfect rental in North ...                                                                                                                                                                                                                                                                                    Ask About our Rental Incentive!",1842.0,$
North York 1 Bedroom Apartment for Rent,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9d/9d139811-1aca-41eb-a7e5-f68e18ba9155?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,"Join us for our Open House Every Saturday from 11:00 - 1:00pm To view our property from the comfort of your own home, click the virtual tour link above! Virtual tours are for illustrative purposes ...                                                                                                                                                                                                                                                                                    Enjoy Condo Living Without the Fees",1940.0,$
2 Bedroom Apartments for Rent in Toronto,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f6/f64cda22-a45e-47ea-8021-44973dc51142?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,"***Join us for our Open House Every Wednesday From 4:00 pm - 6:00pm*** *Enjoy a $500 Gift Card Conditions May Apply. Contact us for Details.* Ideally situated just off HWY 401, this great location is ...                                                                                                                                                                                                                                                                                    Ask About our Rental Incentive!",2357.0,$
1 Bedroom Apartments for Rent in Toronto,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/bb/bb2d42e9-ce34-43b0-bdb6-cae3a36a77ab?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1,"***Join us for our Open House Every Wednesday From 4:00 pm - 6:00pm*** *Enjoy a $500 Gift Card Conditions May Apply. Contact us for Details.* Ideally situated just off HWY 401, this great location is ...                                                                                                                                                                                                                                                                                    Ask About our Rental Incentive!",1949.0,$
"Bright, Clean 1 Bedroom Apartment in A Very Nice Area",https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ad/ad9bf0e5-9844-49f2-84e3-cf696a476862?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1 + Den,"Bright, Clean 1 Bedroom Apartment in A Very Nice Area With An Amazing View. Close to all shopping centers and TTC busses and Lawrence West Station. Above & underground parking available, 24-Hour ...",1975.0,$
Mid-Town Yonge and St Clair Upscale 1 Bedroom (Air Condition),https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/b1/b1225f9c-1f2e-4fce-8649-c5809ff860a9?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1,"1 Bedroom with 466 sqft. starting at $2,207.00! Check out our website! www.commonwealthtowers.ca CALL , TEXT OR EMAIL TODAY TO BOOK A VIEWING! 416-825-8894 rentyph@outlook.com Upscale Rental Living ...",2207.0,$
Luxurious 1 Bedroom Waterfront for rent in Downtown,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b5/b512a64f-a82d-4aea-90bb-520aef3b0b3f?rule=kijijica-200-jpg,28-09-2022,North York,Beds:                                                     1,"Luxurious Condo with a Spectacular View of CN Tower and Lake Ontario. One Bedroom 560 S.F+Balcony 110 S.F Bright West Side with Gorgeous CN Tower and Lake View. Very Practical Layout, Open Concept, ...",2270.0,$
"2 Bdrm available at 77 Huntley Street, Toronto",https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e1/e19f34c0-a496-4d93-aa81-e50d95de5744?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     2,"Visit our Website: https://www.rpmsi.ca/property/huntley-apartments-77-huntley/ Come experience the Huntley Apartments. Featuring balconies and other upgrades, and only steps away from Sherbourne ...",2645.0,$
"Large Basement Apartment for Rent from Dec 1st, 2022",https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5b/5bcba929-da01-4d90-bc93-6ff293dc14c8?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1, 1 Large Bedroom  Full Finished Kitchen With Appliances  Living with Dining Room  Separate Entrance  Shared Laundry Room  Large Walk-in Closet  Full Bathroom  Minutes from Warden Subway ...,1500.0,$
2 bedroom Condo - Brand New -  Etobicoke - Students are welcome,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ed/edd9e127-d93d-460c-81a4-7e14dcdc4eb8?rule=kijijica-200-jpg,28-09-2022,Etobicoke,Beds:                                                     2,2 bedroom Condo queensway and Royal york. Brand new condo! Students and roommates are welcome. Please call 6477040778 for more information,3500.0,$
"One bedroom, Furnished, Bayview and Sheppard",https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5e/5e5b9728-aa48-4b85-a98a-36d8019f92c3?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1,"One bedroom , Furnished, Term of lease 6 months to one year. Close to subway, Bayview village , Loblaws, LCBO, Water and Heat and are included.",2400.0,$
3 Bedroom Home,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/70/70fc63e0-3701-4b46-a9b4-3ade086a6029?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     3,"Beautiful, 3-bedroom home in a secure area of Scarborough. Main intersection: Lawrence & Bellamy/Markham & Lawrence. Has 5 closets, newly refinished bathroom, hardwood floor, fridge, microwave, oven ...",2700.0,$
NEW |  Renovated 1 Bedroom Apartment | Call Today!,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/33/3306e094-f66a-48c7-9f75-e26f9a71a4ef?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1,"Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free rent for October on Select suites Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free ...                                                                                                                                                                                                                                                                                    Incentives, Virtual Tours &amp; Incredible Suites! Call Today.",2249.0,$
"0 Bedroom, 1 Bathroom Apartment for Rent - 470 Roncesvalles",https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ec/ecdd5390-86fe-440b-8362-3600dbe87def?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     Bachelor/Studio,Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free rent for October on Select suites Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free ...,1619.0,$
1Bd at family oriented building,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/94/9497d7fc-4e3e-412d-a22c-726b101dcc6e?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,"1Bd at family oriented building Steps from Seaton Park, public transit on Don Mills/Eglinton, and Loblaws Freshly updated unit with spacious layout, hardwood floors, and large windows Private balcony ...",1769.0,$
1Bd at a family oriented building,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c8/c82653eb-aae6-4921-a411-5614cce2e0a6?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,"1Bd at a family oriented building Steps from public transit, shops, grocery stores, and other amenities on Kingston Rd. Walking distance to Lake Ontario and Scarborough Bluffs park Freshly updated ...",1769.0,$
PROMO! Bachelor Apartment|Save $3000! Eglinton/Dufferin/York,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9c/9c6a48eb-9db1-438f-ae7b-c4b7f007b523?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     Bachelor/Studio,"Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free rent for October on Select suites Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free ...                                                                                                                                                                                                                                                                                    FLASH SALE | Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!",1669.0,$
2Bed+2Bath+Balcony Luxury New Downtown Toronto Power St $3000,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d1/d1040f55-adb6-4ba2-a4a0-0195e90ca892?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     2,"Home Power Condos Is A Downtown Toronto Modern Condominium For Lease! Fantastic Location With Nearby Amenities, Eateries, Shoppes, Entertainment, Grocery And So Much More! Be In The City You Love ...",3000.0,$
2Bed+1Bath+Balcony Sleek Downtown Toronto FrontSt Condo $2900,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/61/61a7739b-c767-43c4-959f-26b796bfa2d9?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     2,"St Lawrence Condos Is A Downtown Toronto Modern Condominium For Lease! Fantastic Location With Nearby Amenities, Eateries, Shoppes, Entertainment, Grocery And So Much More! Be In The City You Love ...",2900.0,$
1Bed+Den+Balcony+Parking Downtown Toronto DanLeckie Way $2550,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d8/d8f57743-1caa-4ca8-a55b-38968e37e33c?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1 + Den,"Panorama Condos Is A Downtown Toronto Condo For Lease! Fantastic Location With Nearby Amenities, Eateries, Shoppes, Entertainment, Grocery And So Much More! Be In The City You Love Living In Luxury ...",2550.0,$
1Bed+Den+Parking+Balcony Downtown Toronto Dan LeckieWay $2600,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c2/c2722a94-4565-4a8d-b682-8ba880096fc3?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1 + Den,"Parade 2 Condos Is A Downtown Toronto Lowrise Modern Condominium For Lease! Fantastic Location With Nearby Amenities, Eateries, Shoppes, Entertainment, Grocery And So Much More! Be In The City You ...",2600.0,$
1Bed+Den+2Bath+Balcony+Locker Toronto By East LibertySt $2600,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/4f/4fe6e2d4-a57b-4d0a-b0a2-81a5e51adb09?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1 + Den,"Liberty Central Phase I Condos Is A Downtown Toronto Modern Condominium For Lease! Fantastic Location With Nearby Amenities, Eateries, Shoppes, Entertainment, Grocery And So Much More! Be In The City ...",2550.0,$
1Bed+Den+Parking+Balcony Downtown Toronto Dundas Street $2600,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/18/18313ff1-be78-4e86-86e1-4058465f5781?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1 + Den,"Dundas Square Gardens Is A Downtown Toronto Modern Condominium For Lease! Fantastic Location With Nearby Amenities, Eateries, Shoppes, Entertainment, Grocery And So Much More! Be In The City You Love ...",2600.0,$
1Bed+Balcony Luxury Waterfront Toronto Edgewater Drive $2500,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3c/3cf81933-0524-4140-ae5e-927d25ce8a48?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1,"Aquavista Condos Is A Downtown Toronto Modern Condominium For Lease! Fantastic Location With Nearby Amenities, Eateries, Shoppes, Entertainment, Grocery And So Much More! Be In The City You Love ...",2500.0,$
1Bed+Balcony Toronto Queen St West Modern Condo Rental $2400,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2f/2feb599b-de64-4b90-848c-9e9bb2061f74?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1,"Edge Condos Is A Downtown Toronto Modern Condominium For Lease! Fantastic Location With Nearby Amenities, Eateries, Shoppes, Entertainment, Grocery And So Much More! Be In The City You Love Living In ...",2400.0,$
1bed   1den   2 bath condo on spadina front in downtown toronto,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/9f/9fcf8678-f99a-4c2f-b7f3-4005c32cf72f?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1 + Den,"4k Spadina condon unit #1715 1 bedroom comes with windows 1 Large Den doesn't have any windows the same size as the bedroom 2 bathrooms, one with bath tube and the other one with standing shower 1 ...",2400.0,$
1Bed+Balcony+Locker Toronto East Liberty St Modern Rent $2490,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/23/237049db-f209-457e-b573-d3d8c834e8de?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1,"Liberty Market Tower Is A Downtown Toronto Modern Condominium For Lease! Fantastic Location With Nearby Amenities, Eateries, Shoppes, Entertainment, Grocery And So Much More! Be In The City You Love ...",2490.0,$
1Bed+AllUtilities+Balcony Downtown Toronto Colborne St $2300,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f2/f2462384-11ec-4dd8-a2fc-98439d6f7d0e?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1,"Cosmopolitan Condos Is A Downtown Toronto Modern Condominium For Lease! Fantastic Location With Nearby Amenities, Eateries, Shoppes, Entertainment, Grocery And So Much More! Be In The City You Love ...",2300.0,$
"Yonge And Finch,Renovated Bungalow",https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/0d/0d28dae7-373c-404a-8c1d-6c0216bc895f?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1,"Great location! walking Distance to Yonge/Finch Subway. Main Flr only-Beautiful fully renovated 3 Bedrooms Bungalow In a high demand Area of North York, Renovated kitchen with granite counter ...",3000.0,$
2 Bedroom Apartments for Rent on Jackes Avenue,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/54/5445449f-e14c-4187-9d64-c30aa3a45f8f?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     2,Join Us for Our In-person Open House Every Wednesday and Friday from 4pm to 6pm By appointment only. Call Now to Reserve Your Spot! The Summerhilll at 7 Jackes Avenue is an amazing luxury residence ...                                                                                                                                                                                                                                                                                    Ask About our Rental Incentive!,3384.0,$
3 Bedroom  Pent House Apartment for Rent on Jackes Avenue,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/60/6066cf10-7cfd-466f-a3aa-32927ef332c4?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     3,Join Us for Our In-person Open House Every Wednesday and Friday from 4pm to 6pm By appointment only. Call Now to Reserve Your Spot! The Summerhilll at 7 Jackes Avenue is an amazing luxury residence ...                                                                                                                                                                                                                                                                                    Ask About our Rental Incentive!,8995.0,$
1 Bedroom Apartments for Rent on Jackes Avenue,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/02/02d7065f-7b8d-4139-8da7-2ae66fce2b8d?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1,Join Us for Our In-person Open House Every Wednesday and Friday from 4pm to 6pm By appointment only. Call Now to Reserve Your Spot! The Summerhilll at 7 Jackes Avenue is an amazing luxury residence ...                                                                                                                                                                                                                                                                                    Ask About our Rental Incentive!,2550.0,$
Jr 1 Bedroom Apartments for Rent on Jackes Avenue,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a0/a09352ae-b20e-4c82-8b05-9629a54bdd00?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1,Join Us for Our In-person Open House Every Wednesday and Friday from 4pm to 6pm By appointment only. Call Now to Reserve Your Spot! The Summerhilll at 7 Jackes Avenue is an amazing luxury residence ...                                                                                                                                                                                                                                                                                    Ask About our Rental Incentive!,2050.0,$
Upscale South Forrest Hill Home,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/17/17045807-5578-4f4f-9121-a0d671a22206?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     3,"Upscale South Forrest Hill Home 184 Montclair Avenue has a Walk Score of 83 out of 100, meaning that most errands can be accomplished on foot. The transit score is 88, which implies transit is ...",5980.0,$
"28 Cadorna – A Large and Lovely, Fully Detached Home",https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/d4/d478e8cb-5ec9-4505-9d8f-96c23203f2cd?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     3,"28 Cadorna – A Large and Lovely, Fully Detached Home Open Concept Backyard Friendly neighbourhood Close to all amenities, transportation and highway access spacious and light filled Just a 3 min car ...",3995.0,$
2 Bedroom Apartments for Rent in Toronto,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f6/f64cda22-a45e-47ea-8021-44973dc51142?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,"***Join us for our Open House Every Wednesday From 4:00 pm - 6:00pm*** *Enjoy a $500 Gift Card Conditions May Apply. Contact us for Details.* Ideally situated just off HWY 401, this great location is ...                                                                                                                                                                                                                                                                                    Ask About our Rental Incentive!",2357.0,$
Renovated Jr. 1 @ Yonge and Davisville,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/01/01fb37e7-f699-4ecf-af2a-eb2cf65d4625?rule=kijijica-200-jpg,25-09-2022,City of Toronto,Beds:                                                     1,"To schedule a viewing, please call or text our Leasing Manager at 647-507-4461 BALLIOL TOWERS 155 Balliol Street, Toronto, ON M4S 1C4 SUITE FEATURES: 504 sq.ft. Renovated kitchen with stainless steel ...",1895.0,$
3 Bedroom Bungalow for Rent,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/9c/9cafb78f-72c4-4dff-a873-053a171e3ddc?rule=kijijica-200-jpg,23-09-2022,City of Toronto,Beds:                                                     3,Charming 3 bedroom house for rent on huge park like lot including basement. Great for outdoor parties. Newly installed minisplit heating and AC system for better efficiency compared to natural gas. ...,3100.0,$
40 Lambton Avenue - 2 bedrooms Apartment for Rent,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ce/ce4ff350-70b2-4627-92fb-da57c5ee900c?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,"Lambton Terrace is so much more than a great low rise complex located in a park like setting just minutes from the Eglinton and Blackcreek, TTC, schools and nearby. Our oversized suites have great ...",1795.0,$
RENT TO OWN A HOUSE OR BUY WITH OUR ZERO DOWN PROGRAM,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/02/024de9dd-a4ae-4ec3-95d6-6fc2fd41b769?rule=kijijica-200-jpg,25-09-2022,City of Toronto,Beds:                                                     3,Program # 1 -- Buy House With Our Zero Down Program Program # 2 -- Buy House with Rent To Own Program ** Special Program for Self-Employed** ** Special Program For New Immigrants** For Buyer's ...,,Please Contact
"Brand new 3 Bed, 2 Bath is loaded with skylights throughout, eve",https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/0d/0db1e544-c8b1-464b-87b3-b8dfd7edf878?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     3,"Brand new 3 Bed, 2 Bath is loaded with skylights throughout, even over the tub! High Ceilings, Skylights throughout Ensuite Laundry and Ensuite Bath Deck off of the living room Parking Available ...",3445.0,$
NEWLY RENOVATED SEMI-BASEMENT READY FOR RENT.,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/5f/5f1a2933-0643-4683-89b5-e2227ae4c7ac?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,"NEWLY RENOVATED SEMI-BASEMENT READY FOR RENT. One bed room and one living room ready for rent School: Infant, middle and High schools are very close (5 min walk) to the property. Separate walkout and ...",1300.0,$
Impressive Custom 2-Level Penthouse Suite,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/0f/0f079c1e-7fc4-4dd2-8680-b8c94f2ef4f4?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,Impressive Custom 2-Level Penthouse Suite Floor to ceiling windows showcasing breathtaking city views day and night 2 floors separating living and entertaining space High-end stainless steel ...,4500.0,$
Yonge and Eglinton.,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a9/a9647de4-d050-45e0-92c3-a055b6ecd4ed?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,Yonge and Eglinton. Midtown luxury building immaculately maintained. Large two bedroom 884 square feet home with walk-in closet. Entrance hallway with coat closet and storage closet with ceramic tile ...,2950.0,$
Well-maintained Luxurious 2-Bed Condo Located in the heart of No,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/85/85fe0fc0-0682-49b0-87b0-28330cf09810?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,Well-maintained Luxurious 2-Bed Condo Located in the heart of North York. Well-maintained Luxurious Condo Located in the heart of North York. Tridel Built. Direct Access to 24hr Metro supermarket & H ...,2550.0,$
Residences of Harding Square - Junior 1 Bedroom Apartment for Re,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/7d/7da57f26-5f4c-4ece-b336-232c2018c533?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,"Building Information A community of convenience. Whether you're looking for a great bachelor, a large one -bedroom, or a large two-bedroom, you'll find the perfect fit at Harding Square. A fabulous ...                                                                                                                                                                                                                                                                                    A community of convenience.",1450.0,$
1-7 Glen Road - 1 Bedroom Apartment for Rent,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e1/e154f3fe-eef0-4e31-8f31-3f6443acd7ea?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,"Building Information The envy of the city! 1 & 7 Glen Road is a 4-story low-rise heritage building with 8 and 9 suites respectively that puts everything at your doorstep – the subway, shopping, ...",1900.0,$
Nice 2BR Bmnt Apartment near Bathurst and Sheppard,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2f/2fbfeac3-bbdb-48a0-8153-fe13e131e779?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     2,"Great, cozy basement apartment near Bathurst and Sheppard area. Two bedrooms and open living room and kitchen area. Could be furnished or unfurnished. One parking spot available. Ideal for a couple ...",1900.0,$
2 Bedroom Furnished Lower Level Apartment - Danforth Village,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/87/8726b8cc-283e-4198-aed2-063128fe5c91?rule=kijijica-200-jpg,28-09-2022,East York,Beds:                                                     2,"Furnished 2 Bedroom Condo Style Lower Level apartment in Danforth Village (Toronto). Available Immediately! In Desirable Neighbourhood, Short Walk To Shops, Restaurants, Cafes & Entertainment On ...",2300.0,$
1 BEDROOM IN A NICE 2BED 2BATH APARTMENT,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/06/0630588e-636c-489f-875b-1b503c3cc134?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1,"1 BEDROOM IN A 2 BED 2BATH APARTMENT. PERFECT FOR STUDENTS OR WORKERS. (Perfect for couples, students and workers) October 1st availability in Lawrence ave (close to yorkdale). Ground floor one ...",1300.0,$
"1 bedroom + den, with wraparound balcony 1 parking 1 locker$2400",https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/af/af7d91ff-ec7f-4b51-8dc6-ff5986afb5d8?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     1 + Den,"Amazing 1 Bedroom + Den Corner Unit approx. 600 square feet, plus 260 square feet wraparound balcony with west/north view of the Humber Bay and stunning sunsets. Breathtaking views of the lake and ...",2400.0,$
